zip,bfs_number,name,lat,lng,zone_category
3270,301,Aarberg,46.39661419490496,6.191749466998677,good_potential
3271,309,Radelfingen,46.56828538743307,6.5109065625824885,high_potential
3272,754,Walperswil,47.608676656089365,8.202816751590918,high_potential
3273,305,Kappelen,46.24300116682939,6.235094782658866,moderate_potential
3274,737,Hermrigen,46.63156223072539,6.30843397442972,moderate_potential
3280,2271,Meyriez,46.58141801860552,6.64370971171079,good_potential
3282,302,Bargen (BE),47.65411254076723,8.653930234351625,high_potential
3283,304,Kallnach,47.229529991420804,8.339188080309968,high_potential
3284,2258,Fräschels,46.18326309635796,8.795053997496401,high_potential
3285,2275,Murten,47.41322865936552,8.645966777205487,high_potential
3286,2274,Muntelier,46.36042091158572,7.597819357988144,moderate_potential
3292,306,Lyss,47.32820923710475,8.268332312646832,moderate_potential
3293,386,Dotzigen,47.60800296774689,9.141303893513566,moderate_potential
3294,389,Meienried,47.281665271024956,8.450315436535957,moderate_potential
3295,393,Rüti bei Büren,46.22625970652391,6.223837303308767,moderate_potential
3296,381,Arch,47.19237974554247,8.995692677921246,moderate_potential
3297,388,Leuzigen,47.142217925804566,6.952266850932264,moderate_potential
3298,391,Oberwil bei Büren,47.528916474305824,9.365291822228544,moderate_potential
3302,544,Moosseedorf,46.379168625158385,8.032650743180403,moderate_potential
3303,540,Jegenstorf,47.10969646283653,7.745737196587155,moderate_potential
3305,541,Iffwil,46.34729115827315,6.205244995569851,moderate_potential
3306,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3307,2457,Messen,47.23529821317396,7.763506659630573,moderate_potential
3308,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3309,411,Kernenried,47.079913046423336,8.631910594532437,moderate_potential
3312,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3313,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3314,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3315,533,Bätterkinden,46.78523747250283,6.567422343573179,moderate_potential
3317,538,Fraubrunnen,45.99362408032196,8.824663758767773,moderate_potential
3322,543,Mattstetten,47.28864329278664,7.77818864059428,moderate_potential
3323,403,Bäriswil,46.81717906058389,7.596598045255137,high_potential
3324,409,Hindelbank,47.3863730254976,9.579180286348072,good_potential
3325,414,Krauchthal,47.6128299950904,8.721124856260618,high_potential
3326,414,Krauchthal,47.6128299950904,8.721124856260618,high_potential
3360,979,Herzogenbuchsee,47.509865476613065,8.475397884126352,good_potential
3362,982,Niederönz,47.56361506747548,9.356879385953935,good_potential
3363,979,Herzogenbuchsee,47.509865476613065,8.475397884126352,good_potential
3365,988,Seeberg,46.775413118493766,7.535852056648435,high_potential
3366,973,Bettenhausen,47.385122584456376,9.18654005075758,high_potential
3367,989,Thörigen,46.503293882918605,7.426268291582201,high_potential
3368,324,Bleienbach,46.771080810642985,8.055660147248474,high_potential
3372,977,Heimenhausen,47.61819089244626,8.638213997121664,good_potential
3373,977,Heimenhausen,47.61819089244626,8.638213997121664,good_potential
3374,992,Wangen an der Aare,46.73826628962944,7.344443043786211,high_potential
3375,980,Inkwil,46.78849832398967,7.46408814516102,high_potential
3376,976,Graben,46.885536668574076,9.78854836721123,high_potential
3377,991,Walliswil bei Wangen,46.73791057102119,6.625457793890724,high_potential
3380,990,Walliswil bei Niederbipp,47.394980323654124,8.448848240596966,good_potential
3400,404,Burgdorf,47.58471122440645,8.605173295314922,high_potential
3412,407,Heimiswil,47.5321149047641,8.249249804199492,high_potential
3413,407,Heimiswil,47.5321149047641,8.249249804199492,high_potential
3414,418,Oberburg,47.16556831114184,7.43416738376635,high_potential
3415,406,Hasle bei Burgdorf,47.293444597454986,7.569327600585038,high_potential
3416,951,Affoltern im Emmental,46.62474879902659,7.091672141432971,high_potential
